Date,tlref_close,tlref_ret,tlref_vol20,regime
2021-02-02,1244.2777,0.00047833740243086176,0.0003864070154997941,DUSUK
2021-02-03,1244.8705,0.000476420979014458,0.00038594036531890586,DUSUK
2021-02-04,1245.4631,0.0004760334508688846,0.00038551405458627056,DUSUK
2021-02-05,1247.2197,0.001410399071638535,0.0003827054727693819,DUSUK
2021-02-08,1247.8022,0.0004670388063947595,0.0003827998975691401,DUSUK
2021-02-09,1248.3822,0.00046481726029967696,0.0003829398209703153,DUSUK
2021-02-10,1248.9636,0.0004657227570210587,0.00038289660239374245,DUSUK
2021-02-11,1249.5491,0.00046878868207200775,0.00038268564906306167,DUSUK
2021-02-12,1251.2987,0.0014001850747602518,0.00038528816426670567,DUSUK
2021-02-15,1251.8791,0.0004638380907773243,0.00038514308012008836,DUSUK
2021-02-16,1252.4643,0.00046745728081898363,0.00038495232148880973,DUSUK
2021-02-17,1253.0416,0.0004609313015946359,0.0003848985527281825,DUSUK
2021-02-18,1253.6101,0.00045369603052280993,0.0003852717365556079,DUSUK
2021-02-19,1255.3565,0.0013930966254978028,0.0003825969402606302,DUSUK
2021-02-22,1255.9345,0.00046042697831261137,0.0003828706992127826,DUSUK
2021-02-23,1256.5182,0.00046475353611197256,0.0003828785950737733,DUSUK
2021-02-24,1257.1123,0.0004728144805223877,0.0003826442540952334,DUSUK
2021-02-25,1257.7095,0.00047505700166960985,0.0003824026172605208,DUSUK
2021-02-26,1259.477,0.0014053324714491389,0.000383387196705232,DUSUK
2021-03-01,1260.0728,0.0004730534976025158,0.0003834381488793147,DUSUK
2021-03-02,1260.6632,0.00046854435711973785,0.0003836816760719478,DUSUK
2021-03-03,1261.2507,0.0004660245496181936,0.0003839424806509992,DUSUK
2021-03-04,1261.8432,0.00046977179081042486,0.00038409767639983064,DUSUK
2021-03-05,1263.6485,0.0014306848901670666,0.00038622229072040123,DUSUK
2021-03-08,1264.2521,0.0004776644771073979,0.0003859579193128478,DUSUK
2021-03-09,1264.8487,0.0004718995523125269,0.0003857773219817954,DUSUK
2021-03-10,1265.446,0.0004722303940383199,0.00038561155099620564,DUSUK
2021-03-11,1266.0412,0.00047034800378686903,0.0003855719023746664,DUSUK
2021-03-12,1267.8247,0.0014087219278486884,0.0003864429723457781,DUSUK
2021-03-15,1268.417,0.0004671781516798479,0.00038635612559180526,DUSUK
2021-03-16,1269.0045,0.0004631757537152392,0.0003864675463961979,DUSUK
